-4.351145038167938850e+00 -1.374045801526717625e-01 2.022900763358778775e+00 4.003906250000000000e-02 9.780273437500000000e-01 1.782226562500000000e-01
-4.099236641221374100e+00 7.633587786259541687e-03 2.221374045801526531e+00 4.345703125000000000e-02 9.804687500000000000e-01 1.789550781250000000e-01
-4.335877862595419963e+00 3.053435114503816675e-02 1.862595419847328237e+00 4.296875000000000000e-02 9.799804687500000000e-01 1.831054687500000000e-01
-4.251908396946564750e+00 1.603053435114503711e-01 2.152671755725190650e+00 4.272460937500000000e-02 9.826660156250000000e-01 1.801757812500000000e-01
-4.229007633587785975e+00 -3.816793893129771104e-02 2.167938931297709981e+00 4.077148437500000000e-02 9.765625000000000000e-01 1.828613281250000000e-01
-4.366412213740457737e+00 -1.832061068702290074e-01 1.763358778625954137e+00 4.589843750000000000e-02 9.956054687500000000e-01 1.813964843750000000e-01
-4.297709923664122300e+00 0.000000000000000000e+00 2.083969465648854769e+00 4.541015625000000000e-02 9.853515625000000000e-01 1.818847656250000000e-01
-4.282442748091603413e+00 -7.633587786259541687e-03 2.099236641221374100e+00 4.345703125000000000e-02 9.790039062500000000e-01 1.855468750000000000e-01
-4.091603053435114212e+00 -1.679389312977099258e-01 2.076335877862595325e+00 3.906250000000000000e-02 9.846191406250000000e-01 1.777343750000000000e-01
-4.190839694656488312e+00 -6.870229007633588125e-02 1.893129770992366456e+00 3.198242187500000000e-02 9.775390625000000000e-01 1.848144531250000000e-01
-4.221374045801526975e+00 -1.946564885496183228e+00 1.954198473282442672e+00 3.857421875000000000e-02 9.831542968750000000e-01 1.782226562500000000e-01
-4.282442748091603413e+00 -1.068702290076335853e-01 2.114503816793892987e+00 4.589843750000000000e-02 9.841308593750000000e-01 1.816406250000000000e-01
-4.297709923664122300e+00 9.923664122137404453e-02 1.908396946564885566e+00 4.199218750000000000e-02 9.804687500000000000e-01 1.813964843750000000e-01
-4.244274809160305750e+00 -1.145038167938931262e-01 2.038167938931297662e+00 4.467773437500000000e-02 9.785156250000000000e-01 1.726074218750000000e-01
-4.320610687022901075e+00 1.938931297709923562e+00 1.946564885496183228e+00 3.125000000000000000e-02 9.990234375000000000e-01 1.821289062500000000e-01
-4.282442748091603413e+00 -9.160305343511450371e-02 2.000000000000000000e+00 6.005859375000000000e-02 9.831542968750000000e-01 1.706542968750000000e-01
-4.305343511450381300e+00 6.870229007633588125e-02 2.213740458015267087e+00 4.296875000000000000e-02 9.731445312500000000e-01 1.870117187500000000e-01
-4.305343511450381300e+00 -1.679389312977099258e-01 1.916030534351145009e+00 3.979492187500000000e-02 9.960937500000000000e-01 1.770019531250000000e-01
-4.374045801526717625e+00 -1.221374045801526670e-01 2.152671755725190650e+00 3.784179687500000000e-02 9.792480468750000000e-01 1.757812500000000000e-01
-4.244274809160305750e+00 8.396946564885496289e-02 2.053435114503816994e+00 4.003906250000000000e-02 9.807128906250000000e-01 1.828613281250000000e-01
-4.221374045801526975e+00 -6.106870229007633349e-02 2.061068702290076438e+00 4.687500000000000000e-02 9.772949218750000000e-01 1.711425781250000000e-01
-4.282442748091603413e+00 -1.877862595419847347e+00 1.961832061068702338e+00 4.223632812500000000e-02 9.787597656250000000e-01 1.750488281250000000e-01
-4.198473282442748200e+00 -9.160305343511450371e-02 2.030534351145038219e+00 4.321289062500000000e-02 9.829101562500000000e-01 1.794433593750000000e-01
-4.221374045801526975e+00 -1.603053435114503711e-01 2.038167938931297662e+00 4.028320312500000000e-02 9.819335937500000000e-01 1.767578125000000000e-01
-4.122137404580152875e+00 9.923664122137404453e-02 2.015267175572518887e+00 4.150390625000000000e-02 9.880371093750000000e-01 1.772460937500000000e-01
-4.229007633587785975e+00 -9.160305343511450371e-02 2.068702290076335881e+00 4.003906250000000000e-02 9.829101562500000000e-01 1.892089843750000000e-01
-4.213740458015267087e+00 1.938931297709923562e+00 2.022900763358778775e+00 4.028320312500000000e-02 9.777832031250000000e-01 1.735839843750000000e-01
-4.282442748091603413e+00 -1.526717557251908337e-02 2.129770992366412319e+00 4.003906250000000000e-02 9.792480468750000000e-01 1.735839843750000000e-01
-4.312977099236641187e+00 -1.297709923664122078e-01 1.900763358778625900e+00 4.833984375000000000e-02 9.831542968750000000e-01 1.682128906250000000e-01
-4.366412213740457737e+00 6.870229007633588125e-02 2.091603053435114656e+00 4.467773437500000000e-02 9.802246093750000000e-01 1.752929687500000000e-01
-4.366412213740457737e+00 -1.755725190839694527e-01 2.122137404580152875e+00 3.344726562500000000e-02 9.765625000000000000e-01 1.735839843750000000e-01
-4.274809160305343525e+00 -9.923664122137404453e-02 2.190839694656488756e+00 3.881835937500000000e-02 9.802246093750000000e-01 1.604003906250000000e-01
